wellId,date,region,oilProduction,gasProduction,waterProduction,runtime,chemicalCost,maintenanceCost
WELL-024,2023-12,Merge,361.0000,970.0000,224.0000,28.9000,5571.0000,2155.0000
WELL-025,2022-01,STACK,929.0000,4341.0000,513.0000,29.6000,6561.0000,5809.0000
WELL-025,2022-02,STACK,813.0000,3677.0000,564.0000,29.5000,6967.0000,3836.0000
WELL-025,2022-03,STACK,741.0000,3513.0000,268.0000,30.8000,7634.0000,3366.0000
WELL-025,2022-04,STACK,820.0000,3522.0000,355.0000,29.8000,6675.0000,2954.0000
WELL-025,2022-05,STACK,655.0000,3234.0000,361.0000,28.8000,7726.0000,2319.0000
WELL-025,2022-06,STACK,662.0000,3026.0000,411.0000,29.8000,7185.0000,4612.0000
WELL-025,2022-07,STACK,650.0000,2839.0000,327.0000,28.9000,7483.0000,5929.0000
WELL-025,2022-08,STACK,608.0000,2771.0000,382.0000,30.2000,5041.0000,2845.0000
WELL-025,2022-09,STACK,637.0000,2779.0000,223.0000,30.8000,7814.0000,4800.0000
WELL-025,2022-10,STACK,587.0000,2649.0000,374.0000,28.7000,7978.0000,3300.0000
WELL-025,2022-11,STACK,495.0000,2355.0000,287.0000,29.5000,6703.0000,2799.0000
WELL-025,2022-12,STACK,457.0000,2332.0000,152.0000,28.9000,5118.0000,4752.0000
WELL-025,2023-01,STACK,512.0000,2003.0000,353.0000,29.6000,5660.0000,3498.0000
WELL-025,2023-02,STACK,438.0000,2027.0000,185.0000,30.5000,7524.0000,4616.0000
WELL-025,2023-03,STACK,395.0000,2010.0000,122.0000,29.8000,7019.0000,5576.0000
WELL-025,2023-04,STACK,392.0000,2091.0000,208.0000,30.3000,7715.0000,4450.0000
WELL-025,2023-05,STACK,383.0000,1705.0000,179.0000,29.5000,6655.0000,3149.0000
WELL-025,2023-06,STACK,379.0000,1775.0000,131.0000,29.3000,5560.0000,2128.0000
WELL-025,2023-07,STACK,315.0000,1786.0000,96.0000,30.0000,7955.0000,5995.0000
WELL-025,2023-08,STACK,299.0000,1533.0000,97.0000,29.7000,7508.0000,4746.0000
WELL-025,2023-09,STACK,307.0000,1433.0000,107.0000,28.2000,5829.0000,2510.0000
WELL-025,2023-10,STACK,305.0000,1537.0000,114.0000,30.5000,6534.0000,5353.0000
WELL-025,2023-11,STACK,266.0000,1260.0000,158.0000,30.1000,7538.0000,4246.0000
WELL-025,2023-12,STACK,277.0000,1224.0000,151.0000,30.5000,5759.0000,3854.0000
WELL-026,2022-01,STACK,955.0000,4852.0000,587.0000,28.8000,7553.0000,3227.0000
WELL-026,2022-02,STACK,898.0000,4517.0000,541.0000,30.4000,7857.0000,5576.0000
WELL-026,2022-03,STACK,841.0000,4302.0000,481.0000,29.9000,5188.0000,5439.0000
WELL-026,2022-04,STACK,862.0000,3949.0000,421.0000,0.0000,5064.0000,4893.0000
WELL-026,2022-05,STACK,752.0000,3795.0000,325.0000,30.8000,7623.0000,3091.0000
WELL-026,2022-06,STACK,742.0000,3587.0000,288.0000,0.0000,7804.0000,5475.0000
WELL-026,2022-07,STACK,613.0000,3558.0000,301.0000,30.1000,6564.0000,4056.0000
WELL-026,2022-08,STACK,661.0000,3707.0000,350.0000,28.9000,6595.0000,5630.0000
WELL-026,2022-09,STACK,565.0000,3470.0000,250.0000,30.7000,6204.0000,3542.0000
WELL-026,2022-10,STACK,582.0000,3076.0000,390.0000,29.2000,6196.0000,3061.0000
WELL-026,2022-11,STACK,508.0000,2891.0000,163.0000,29.1000,5340.0000,3070.0000
WELL-026,2022-12,STACK,492.0000,2849.0000,226.0000,35.0000,6308.0000,4271.0000
WELL-026,2023-01,STACK,529.0000,2660.0000,174.0000,30.9000,5623.0000,2314.0000
WELL-026,2023-02,STACK,451.0000,2529.0000,163.0000,28.9000,6715.0000,5874.0000
WELL-026,2023-03,STACK,433.0000,2441.0000,149.0000,29.1000,5171.0000,4847.0000
WELL-026,2023-04,STACK,397.0000,2310.0000,164.0000,29.7000,5924.0000,5113.0000
WELL-026,2023-05,STACK,365.0000,2095.0000,194.0000,30.7000,6210.0000,5704.0000
WELL-026,2023-06,STACK,354.0000,1881.0000,194.0000,30.3000,5143.0000,5740.0000
WELL-026,2023-07,STACK,394.0000,2133.0000,234.0000,28.5000,5821.0000,2035.0000
WELL-026,2023-08,STACK,341.0000,1882.0000,212.0000,29.7000,7725.0000,3582.0000
WELL-026,2023-09,STACK,340.0000,1717.0000,173.0000,30.0000,5901.0000,3475.0000
WELL-026,2023-10,STACK,320.0000,1811.0000,176.0000,29.7000,7292.0000,3744.0000
WELL-026,2023-11,STACK,283.0000,1576.0000,146.0000,29.7000,6194.0000,2496.0000
WELL-026,2023-12,STACK,275.0000,1384.0000,90.0000,30.6000,5292.0000,2566.0000
WELL-027,2022-01,SCOOP,873.0000,3286.0000,377.0000,29.1000,6351.0000,5369.0000
WELL-027,2022-02,SCOOP,784.0000,2886.0000,294.0000,29.9000,6052.0000,3022.0000
WELL-027,2022-03,SCOOP,777.0000,2734.0000,432.0000,29.3000,5273.0000,4323.0000
WELL-027,2022-04,SCOOP,692.0000,3124.0000,352.0000,29.5000,5641.0000,4943.0000
WELL-027,2022-05,SCOOP,730.0000,2487.0000,363.0000,30.9000,6396.0000,5594.0000
WELL-027,2022-06,SCOOP,637.0000,2353.0000,199.0000,28.9000,5344.0000,5549.0000
WELL-027,2022-07,SCOOP,686.0000,2222.0000,290.0000,28.2000,7214.0000,5045.0000
WELL-027,2022-08,SCOOP,580.0000,2123.0000,175.0000,30.7000,7762.0000,2641.0000
WELL-027,2022-09,SCOOP,610.0000,2143.0000,339.0000,30.5000,5237.0000,2238.0000
WELL-027,2022-10,SCOOP,602.0000,2080.0000,193.0000,30.6000,7163.0000,5896.0000
WELL-027,2022-11,SCOOP,571.0000,2038.0000,254.0000,29.1000,5543.0000,2366.0000
WELL-027,2022-12,SCOOP,521.0000,2021.0000,310.0000,29.6000,6313.0000,3279.0000
WELL-027,2023-01,SCOOP,508.0000,1894.0000,302.0000,30.3000,6621.0000,5695.0000
WELL-027,2023-02,SCOOP,481.0000,1691.0000,278.0000,30.7000,5339.0000,2227.0000
WELL-027,2023-03,SCOOP,437.0000,1708.0000,193.0000,29.2000,7420.0000,2868.0000
WELL-027,2023-04,SCOOP,372.0000,1578.0000,175.0000,29.6000,5279.0000,2116.0000
WELL-027,2023-05,SCOOP,384.0000,1332.0000,159.0000,28.7000,7976.0000,4374.0000
WELL-027,2023-06,SCOOP,397.0000,1287.0000,150.0000,29.1000,6037.0000,3950.0000
WELL-027,2023-07,SCOOP,365.0000,1443.0000,199.0000,28.8000,7310.0000,5529.0000
WELL-027,2023-08,SCOOP,320.0000,1187.0000,152.0000,29.9000,6645.0000,2480.0000
WELL-027,2023-09,SCOOP,332.0000,1272.0000,155.0000,29.2000,5766.0000,3856.0000
WELL-027,2023-10,SCOOP,327.0000,1171.0000,115.0000,29.4000,6680.0000,4733.0000
WELL-027,2023-11,SCOOP,316.0000,971.0000,104.0000,29.1000,6200.0000,3326.0000
WELL-027,2023-12,SCOOP,270.0000,936.0000,96.0000,31.0000,7629.0000,4424.0000
WELL-028,2022-01,Merge,794.0000,3448.0000,309.0000,28.7000,6820.0000,5023.0000
WELL-028,2022-02,Merge,688.0000,3117.0000,330.0000,28.1000,6209.0000,2604.0000
WELL-028,2022-03,Merge,674.0000,3206.0000,460.0000,28.6000,6801.0000,3381.0000
WELL-028,2022-04,Merge,613.0000,2684.0000,355.0000,30.0000,5053.0000,4039.0000
WELL-028,2022-05,Merge,650.0000,2581.0000,362.0000,29.1000,6896.0000,5403.0000
WELL-028,2022-06,Merge,560.0000,2628.0000,309.0000,29.8000,6053.0000,5239.0000
WELL-028,2022-07,Merge,582.0000,2651.0000,376.0000,30.5000,6433.0000,2739.0000
WELL-028,2022-08,Merge,579.0000,2141.0000,201.0000,30.9000,5605.0000,2835.0000
WELL-028,2022-09,Merge,525.0000,2070.0000,166.0000,28.4000,6514.0000,4941.0000
WELL-028,2022-10,Merge,439.0000,2083.0000,303.0000,28.7000,7500.0000,4993.0000
WELL-028,2022-11,Merge,437.0000,2188.0000,204.0000,30.2000,5103.0000,4956.0000
WELL-028,2022-12,Merge,444.0000,1940.0000,217.0000,29.6000,6454.0000,4771.0000
WELL-028,2023-01,Merge,424.0000,1994.0000,290.0000,0.0000,5760.0000,4469.0000
WELL-028,2023-02,Merge,369.0000,1835.0000,226.0000,28.4000,7411.0000,5929.0000
WELL-028,2023-03,Merge,379.0000,1800.0000,152.0000,29.6000,7075.0000,5162.0000
WELL-028,2023-04,Merge,351.0000,1430.0000,219.0000,28.4000,5477.0000,4124.0000
WELL-028,2023-05,Merge,317.0000,1373.0000,112.0000,28.2000,6620.0000,3691.0000
WELL-028,2023-06,Merge,293.0000,1563.0000,142.0000,30.2000,5691.0000,5203.0000
WELL-028,2023-07,Merge,278.0000,1234.0000,96.0000,29.3000,6124.0000,2896.0000
WELL-028,2023-08,Merge,271.0000,1394.0000,87.0000,29.3000,5271.0000,3405.0000
WELL-028,2023-09,Merge,298.0000,1219.0000,109.0000,28.9000,7522.0000,4353.0000
WELL-028,2023-10,Merge,248.0000,1242.0000,154.0000,29.5000,7356.0000,5006.0000
WELL-028,2023-11,Merge,253.0000,1176.0000,77.0000,29.2000,5617.0000,5491.0000
WELL-028,2023-12,Merge,245.0000,1012.0000,106.0000,29.1000,7041.0000,2298.0000
WELL-029,2022-01,Merge,1318.0000,5021.0000,464.0000,28.7000,5357.0000,5769.0000
WELL-029,2022-02,Merge,1406.0000,4876.0000,965.0000,30.7000,7654.0000,4264.0000
WELL-029,2022-03,Merge,1183.0000,4445.0000,536.0000,29.1000,7146.0000,5799.0000
WELL-029,2022-04,Merge,1180.0000,4337.0000,484.0000,29.1000,7464.0000,4464.0000
WELL-029,2022-05,Merge,1260.0000,4014.0000,445.0000,29.7000,7011.0000,4332.0000
WELL-029,2022-06,Merge,1079.0000,4076.0000,387.0000,30.6000,6282.0000,5963.0000
WELL-029,2022-07,Merge,945.0000,3495.0000,605.0000,29.0000,6359.0000,4552.0000
WELL-029,2022-08,Merge,1022.0000,3346.0000,362.0000,31.0000,6948.0000,5760.0000
WELL-029,2022-09,Merge,1008.0000,3253.0000,444.0000,0.0000,6407.0000,2343.0000
WELL-029,2022-10,Merge,951.0000,3410.0000,567.0000,29.3000,7107.0000,2532.0000
WELL-029,2022-11,Merge,852.0000,3099.0000,412.0000,29.9000,5299.0000,4546.0000
WELL-029,2022-12,Merge,834.0000,2960.0000,488.0000,30.9000,6341.0000,3789.0000
WELL-029,2023-01,Merge,772.0000,2512.0000,266.0000,29.7000,5069.0000,4166.0000
WELL-029,2023-02,Merge,769.0000,2357.0000,266.0000,28.2000,7116.0000,2888.0000
WELL-029,2023-03,Merge,742.0000,2468.0000,474.0000,28.1000,5147.0000,5893.0000
WELL-029,2023-04,Merge,598.0000,2440.0000,228.0000,30.7000,5232.0000,2505.0000
WELL-029,2023-05,Merge,578.0000,1986.0000,199.0000,28.0000,6200.0000,5667.0000
WELL-029,2023-06,Merge,563.0000,2256.0000,284.0000,28.5000,6324.0000,4879.0000
WELL-029,2023-07,Merge,609.0000,2115.0000,395.0000,29.8000,7575.0000,3949.0000
WELL-029,2023-08,Merge,582.0000,1704.0000,276.0000,29.4000,5550.0000,4793.0000
WELL-029,2023-09,Merge,489.0000,1854.0000,329.0000,30.7000,6971.0000,5526.0000
WELL-029,2023-10,Merge,498.0000,1826.0000,160.0000,29.0000,6743.0000,3560.0000
WELL-029,2023-11,Merge,435.0000,1735.0000,195.0000,28.5000,5866.0000,3490.0000
WELL-029,2023-12,Merge,460.0000,1390.0000,204.0000,29.0000,5871.0000,3936.0000
WELL-030,2022-01,SCOOP,1412.0000,5802.0000,799.0000,29.8000,6204.0000,5110.0000
WELL-030,2022-02,SCOOP,1225.0000,6099.0000,667.0000,28.9000,7616.0000,3279.0000
WELL-030,2022-03,SCOOP,1079.0000,5464.0000,601.0000,28.5000,7448.0000,5613.0000
WELL-030,2022-04,SCOOP,1220.0000,4896.0000,614.0000,28.1000,5217.0000,2096.0000
WELL-030,2022-05,SCOOP,1034.0000,4881.0000,491.0000,30.4000,5347.0000,4127.0000
WELL-030,2022-06,SCOOP,1074.0000,4223.0000,405.0000,30.7000,5459.0000,4650.0000
WELL-030,2022-07,SCOOP,934.0000,4486.0000,388.0000,30.1000,5777.0000,4640.0000
WELL-030,2022-08,SCOOP,905.0000,4432.0000,508.0000,31.0000,5908.0000,3964.0000
WELL-030,2022-09,SCOOP,906.0000,4040.0000,571.0000,35.0000,7872.0000,5761.0000
WELL-030,2022-10,SCOOP,904.0000,4071.0000,501.0000,29.9000,6902.0000,5147.0000
WELL-030,2022-11,SCOOP,735.0000,3305.0000,362.0000,29.0000,5584.0000,2735.0000
WELL-030,2022-12,SCOOP,683.0000,3266.0000,376.0000,28.4000,5831.0000,5025.0000
WELL-030,2023-01,SCOOP,747.0000,3273.0000,259.0000,28.4000,6838.0000,4102.0000
WELL-030,2023-02,SCOOP,734.0000,2885.0000,500.0000,30.4000,5654.0000,3327.0000
WELL-030,2023-03,SCOOP,680.0000,3018.0000,215.0000,29.8000,7871.0000,2902.0000
WELL-030,2023-04,SCOOP,661.0000,2791.0000,335.0000,28.1000,7514.0000,2112.0000
WELL-030,2023-05,SCOOP,527.0000,2423.0000,348.0000,29.3000,5255.0000,2970.0000
WELL-030,2023-06,SCOOP,606.0000,2470.0000,405.0000,28.1000,5006.0000,4392.0000
WELL-030,2023-07,SCOOP,547.0000,2529.0000,381.0000,30.3000,6527.0000,3748.0000
WELL-030,2023-08,SCOOP,463.0000,2069.0000,251.0000,28.3000,6637.0000,3593.0000
WELL-030,2023-09,SCOOP,438.0000,2072.0000,294.0000,29.5000,5665.0000,4079.0000
WELL-030,2023-10,SCOOP,407.0000,2122.0000,137.0000,29.7000,6727.0000,4482.0000
WELL-030,2023-11,SCOOP,433.0000,1881.0000,241.0000,28.3000,5693.0000,4225.0000
WELL-030,2023-12,SCOOP,398.0000,1704.0000,123.0000,29.7000,5878.0000,2791.0000
WELL-031,2022-01,SCOOP,1338.0000,3269.0000,575.0000,29.7000,6872.0000,3093.0000
WELL-031,2022-02,SCOOP,1255.0000,3150.0000,676.0000,29.4000,6724.0000,3662.0000
WELL-031,2022-03,SCOOP,1384.0000,2830.0000,944.0000,29.1000,6929.0000,4804.0000
WELL-031,2022-04,SCOOP,1276.0000,2658.0000,886.0000,29.4000,7672.0000,5967.0000
WELL-031,2022-05,SCOOP,1110.0000,2385.0000,575.0000,28.6000,5829.0000,4661.0000
WELL-031,2022-06,SCOOP,1068.0000,2582.0000,378.0000,29.9000,7071.0000,4304.0000
WELL-031,2022-07,SCOOP,1145.0000,2469.0000,415.0000,30.0000,6737.0000,2736.0000
WELL-031,2022-08,SCOOP,972.0000,2356.0000,334.0000,30.7000,6397.0000,3505.0000
WELL-031,2022-09,SCOOP,931.0000,2241.0000,318.0000,29.8000,5584.0000,2675.0000
WELL-031,2022-10,SCOOP,886.0000,2116.0000,395.0000,29.3000,6763.0000,4837.0000
WELL-031,2022-11,SCOOP,839.0000,1868.0000,320.0000,29.1000,6152.0000,3088.0000
WELL-031,2022-12,SCOOP,863.0000,1652.0000,431.0000,28.3000,7483.0000,5152.0000
WELL-031,2023-01,SCOOP,826.0000,1905.0000,452.0000,0.0000,7481.0000,4280.0000
WELL-031,2023-02,SCOOP,756.0000,1805.0000,399.0000,29.0000,6374.0000,4189.0000
WELL-031,2023-03,SCOOP,679.0000,1675.0000,349.0000,30.1000,5517.0000,2843.0000
WELL-031,2023-04,SCOOP,674.0000,1349.0000,248.0000,30.7000,7683.0000,5840.0000
WELL-031,2023-05,SCOOP,626.0000,1446.0000,267.0000,30.1000,5689.0000,4462.0000
WELL-031,2023-06,SCOOP,607.0000,1271.0000,196.0000,29.7000,7746.0000,4694.0000
WELL-031,2023-07,SCOOP,574.0000,1316.0000,330.0000,28.8000,6064.0000,5830.0000
WELL-031,2023-08,SCOOP,565.0000,1296.0000,268.0000,30.1000,5913.0000,3914.0000
WELL-031,2023-09,SCOOP,487.0000,1076.0000,153.0000,30.4000,7869.0000,5900.0000
WELL-031,2023-10,SCOOP,461.0000,1111.0000,231.0000,28.3000,7863.0000,5513.0000
WELL-031,2023-11,SCOOP,450.0000,987.0000,225.0000,30.5000,7936.0000,2978.0000
WELL-031,2023-12,SCOOP,469.0000,1061.0000,191.0000,28.9000,6489.0000,2172.0000
WELL-032,2022-01,SCOOP,1155.0000,4502.0000,580.0000,28.2000,7109.0000,4002.0000
WELL-032,2022-02,SCOOP,1126.0000,4388.0000,371.0000,29.3000,5885.0000,5487.0000
WELL-032,2022-03,SCOOP,1037.0000,4534.0000,654.0000,29.7000,6341.0000,4340.0000
WELL-032,2022-04,SCOOP,1039.0000,3997.0000,387.0000,28.3000,7046.0000,2720.0000
WELL-032,2022-05,SCOOP,933.0000,3927.0000,523.0000,28.2000,6525.0000,3257.0000
WELL-032,2022-06,SCOOP,1027.0000,4046.0000,423.0000,30.8000,6092.0000,4275.0000
WELL-032,2022-07,SCOOP,911.0000,3742.0000,621.0000,29.1000,5203.0000,4800.0000
WELL-032,2022-08,SCOOP,828.0000,3120.0000,304.0000,28.7000,7920.0000,3556.0000
WELL-032,2022-09,SCOOP,769.0000,3316.0000,352.0000,30.4000,5898.0000,3401.0000
WELL-032,2022-10,SCOOP,818.0000,3063.0000,326.0000,28.3000,7947.0000,2686.0000
WELL-032,2022-11,SCOOP,738.0000,3087.0000,486.0000,30.5000,6968.0000,3031.0000
WELL-032,2022-12,SCOOP,761.0000,2679.0000,354.0000,30.1000,5572.0000,5148.0000
WELL-032,2023-01,SCOOP,645.0000,2784.0000,400.0000,29.0000,5604.0000,4004.0000
WELL-032,2023-02,SCOOP,605.0000,2615.0000,279.0000,28.7000,7768.0000,4201.0000
WELL-032,2023-03,SCOOP,550.0000,2262.0000,378.0000,31.0000,7342.0000,3158.0000
WELL-032,2023-04,SCOOP,587.0000,2216.0000,339.0000,29.8000,6701.0000,2710.0000
WELL-032,2023-05,SCOOP,504.0000,2225.0000,234.0000,30.6000,7796.0000,2698.0000
WELL-032,2023-06,SCOOP,502.0000,2062.0000,220.0000,29.2000,5004.0000,2785.0000
WELL-032,2023-07,SCOOP,525.0000,1885.0000,279.0000,29.1000,5852.0000,2573.0000
WELL-032,2023-08,SCOOP,434.0000,1732.0000,239.0000,30.1000,5725.0000,3472.0000
WELL-032,2023-09,SCOOP,407.0000,1807.0000,256.0000,30.3000,6825.0000,5186.0000
WELL-032,2023-10,SCOOP,404.0000,1647.0000,214.0000,29.6000,6793.0000,2586.0000
WELL-032,2023-11,SCOOP,435.0000,1463.0000,303.0000,29.5000,5320.0000,3528.0000
WELL-032,2023-12,SCOOP,381.0000,1571.0000,212.0000,29.2000,7872.0000,3414.0000
WELL-033,2022-01,Merge,779.0000,5492.0000,300.0000,28.7000,7988.0000,3579.0000
WELL-033,2022-02,Merge,704.0000,5003.0000,309.0000,28.0000,6025.0000,2368.0000
WELL-033,2022-03,Merge,682.0000,5161.0000,326.0000,28.9000,7009.0000,5204.0000
WELL-033,2022-04,Merge,741.0000,5264.0000,384.0000,0.0000,5897.0000,5387.0000
WELL-033,2022-05,Merge,657.0000,4462.0000,422.0000,0.0000,5543.0000,3809.0000
WELL-033,2022-06,Merge,597.0000,4577.0000,185.0000,30.5000,5218.0000,3880.0000
WELL-033,2022-07,Merge,580.0000,3872.0000,313.0000,30.4000,7534.0000,4931.0000
WELL-033,2022-08,Merge,536.0000,3586.0000,264.0000,29.0000,6042.0000,2064.0000
WELL-033,2022-09,Merge,580.0000,4096.0000,355.0000,29.5000,5267.0000,2164.0000
WELL-033,2022-10,Merge,534.0000,3220.0000,168.0000,29.0000,6227.0000,4241.0000
WELL-033,2022-11,Merge,442.0000,3054.0000,236.0000,29.6000,7674.0000,2703.0000
WELL-033,2022-12,Merge,485.0000,2900.0000,149.0000,30.6000,7559.0000,4541.0000
WELL-033,2023-01,Merge,432.0000,2963.0000,251.0000,29.6000,5719.0000,2941.0000
WELL-033,2023-02,Merge,413.0000,3054.0000,181.0000,30.8000,6592.0000,4960.0000
WELL-033,2023-03,Merge,412.0000,2870.0000,269.0000,28.2000,6282.0000,3196.0000
WELL-033,2023-04,Merge,344.0000,2808.0000,126.0000,28.6000,6861.0000,5770.0000
WELL-033,2023-05,Merge,379.0000,2399.0000,157.0000,29.4000,5359.0000,2557.0000
WELL-033,2023-06,Merge,327.0000,2400.0000,165.0000,28.6000,7949.0000,5842.0000
WELL-033,2023-07,Merge,300.0000,2099.0000,114.0000,29.3000,5211.0000,4945.0000
WELL-033,2023-08,Merge,290.0000,2013.0000,113.0000,29.2000,6640.0000,5062.0000
WELL-033,2023-09,Merge,299.0000,2109.0000,157.0000,30.7000,7752.0000,4513.0000
WELL-033,2023-10,Merge,265.0000,1737.0000,99.0000,29.5000,5953.0000,5748.0000
WELL-033,2023-11,Merge,286.0000,1668.0000,132.0000,29.1000,6096.0000,2423.0000
WELL-033,2023-12,Merge,255.0000,1871.0000,131.0000,0.0000,6939.0000,4920.0000
WELL-034,2022-01,Merge,1202.0000,3882.0000,575.0000,30.6000,6880.0000,5033.0000
WELL-034,2022-02,Merge,1229.0000,3134.0000,740.0000,30.5000,5590.0000,2332.0000
WELL-034,2022-03,Merge,1005.0000,2985.0000,354.0000,29.0000,5521.0000,2068.0000
WELL-034,2022-04,Merge,1122.0000,3121.0000,773.0000,30.2000,6264.0000,5692.0000
WELL-034,2022-05,Merge,985.0000,2786.0000,384.0000,28.2000,5999.0000,5247.0000
WELL-034,2022-06,Merge,904.0000,2727.0000,521.0000,28.1000,6887.0000,3569.0000
WELL-034,2022-07,Merge,815.0000,2669.0000,544.0000,28.6000,7983.0000,4683.0000
WELL-034,2022-08,Merge,833.0000,2409.0000,490.0000,28.4000,6232.0000,2136.0000
WELL-034,2022-09,Merge,804.0000,2133.0000,430.0000,30.5000,7045.0000,5583.0000
WELL-034,2022-10,Merge,776.0000,2225.0000,376.0000,30.9000,7618.0000,5719.0000
WELL-034,2022-11,Merge,783.0000,2284.0000,434.0000,28.7000,6971.0000,3935.0000
WELL-034,2022-12,Merge,754.0000,2184.0000,258.0000,29.0000,6137.0000,2279.0000
WELL-034,2023-01,Merge,653.0000,2061.0000,248.0000,28.1000,5664.0000,4760.0000
WELL-034,2023-02,Merge,613.0000,1662.0000,229.0000,28.6000,6157.0000,4294.0000
WELL-034,2023-03,Merge,592.0000,1718.0000,246.0000,30.5000,5370.0000,2839.0000
WELL-034,2023-04,Merge,611.0000,1502.0000,308.0000,29.4000,5043.0000,2526.0000
WELL-034,2023-05,Merge,586.0000,1439.0000,267.0000,30.8000,5498.0000,3083.0000
WELL-034,2023-06,Merge,542.0000,1427.0000,326.0000,30.2000,6761.0000,2535.0000
WELL-034,2023-07,Merge,515.0000,1487.0000,159.0000,28.2000,5919.0000,5197.0000
WELL-034,2023-08,Merge,439.0000,1451.0000,216.0000,28.3000,6031.0000,5644.0000
WELL-034,2023-09,Merge,470.0000,1188.0000,181.0000,28.9000,6313.0000,4871.0000
WELL-034,2023-10,Merge,396.0000,1235.0000,253.0000,30.9000,7517.0000,3040.0000
WELL-034,2023-11,Merge,363.0000,1233.0000,239.0000,29.8000,5240.0000,4393.0000
WELL-034,2023-12,Merge,342.0000,1066.0000,114.0000,28.9000,7989.0000,3822.0000
WELL-035,2022-01,Merge,965.0000,3209.0000,388.0000,28.7000,7698.0000,2795.0000
WELL-035,2022-02,Merge,1016.0000,2954.0000,466.0000,28.2000,5283.0000,5906.0000
WELL-035,2022-03,Merge,866.0000,2601.0000,588.0000,29.8000,6076.0000,3640.0000
WELL-035,2022-04,Merge,987.0000,2608.0000,369.0000,29.8000,7221.0000,4549.0000
WELL-035,2022-05,Merge,875.0000,2197.0000,322.0000,29.4000,5932.0000,2789.0000
WELL-035,2022-06,Merge,802.0000,2111.0000,253.0000,30.0000,6891.0000,4442.0000
WELL-035,2022-07,Merge,804.0000,2261.0000,487.0000,29.7000,7184.0000,3739.0000
WELL-035,2022-08,Merge,780.0000,1939.0000,330.0000,28.1000,6688.0000,4007.0000
WELL-035,2022-09,Merge,672.0000,1933.0000,386.0000,29.8000,5233.0000,2171.0000
WELL-035,2022-10,Merge,605.0000,1824.0000,277.0000,30.6000,6340.0000,5557.0000
WELL-035,2022-11,Merge,645.0000,1872.0000,437.0000,28.2000,5959.0000,4226.0000
WELL-035,2022-12,Merge,568.0000,1634.0000,219.0000,29.5000,6242.0000,3722.0000
WELL-035,2023-01,Merge,602.0000,1592.0000,341.0000,28.7000,5326.0000,4234.0000
WELL-035,2023-02,Merge,577.0000,1652.0000,304.0000,28.8000,5491.0000,2119.0000
WELL-035,2023-03,Merge,530.0000,1525.0000,367.0000,29.8000,6542.0000,3632.0000
WELL-035,2023-04,Merge,538.0000,1481.0000,291.0000,29.5000,6171.0000,4066.0000
WELL-035,2023-05,Merge,475.0000,1366.0000,153.0000,28.9000,6795.0000,3193.0000
WELL-035,2023-06,Merge,435.0000,1314.0000,239.0000,28.6000,6307.0000,3426.0000
WELL-035,2023-07,Merge,398.0000,1160.0000,239.0000,28.5000,7376.0000,5901.0000
WELL-035,2023-08,Merge,386.0000,1099.0000,168.0000,30.6000,6762.0000,5270.0000
WELL-035,2023-09,Merge,362.0000,1001.0000,120.0000,28.3000,5424.0000,5051.0000
WELL-035,2023-10,Merge,358.0000,1013.0000,246.0000,29.9000,7811.0000,5276.0000
WELL-035,2023-11,Merge,364.0000,935.0000,222.0000,30.7000,6898.0000,5965.0000
WELL-035,2023-12,Merge,306.0000,868.0000,131.0000,30.1000,5733.0000,5901.0000
WELL-036,2022-01,SCOOP,1372.0000,5928.0000,430.0000,28.9000,6492.0000,5079.0000
WELL-036,2022-02,SCOOP,1215.0000,5825.0000,513.0000,29.0000,7892.0000,5641.0000
WELL-036,2022-03,SCOOP,1170.0000,5072.0000,767.0000,30.0000,7061.0000,2962.0000
WELL-036,2022-04,SCOOP,1059.0000,4842.0000,705.0000,30.0000,5142.0000,2822.0000
WELL-036,2022-05,SCOOP,1092.0000,5034.0000,566.0000,28.7000,6872.0000,2326.0000
WELL-036,2022-06,SCOOP,1001.0000,4183.0000,565.0000,29.5000,6489.0000,5500.0000
WELL-036,2022-07,SCOOP,948.0000,3934.0000,482.0000,28.2000,5371.0000,4927.0000
WELL-036,2022-08,SCOOP,954.0000,3878.0000,288.0000,31.0000,5912.0000,3455.0000
WELL-036,2022-09,SCOOP,795.0000,4061.0000,448.0000,31.0000,5234.0000,3065.0000
WELL-036,2022-10,SCOOP,811.0000,3493.0000,520.0000,29.5000,7949.0000,4098.0000
WELL-036,2022-11,SCOOP,772.0000,3396.0000,483.0000,30.9000,5277.0000,5307.0000
WELL-036,2022-12,SCOOP,691.0000,2992.0000,223.0000,31.0000,7440.0000,5058.0000
WELL-036,2023-01,SCOOP,738.0000,3252.0000,515.0000,29.3000,5751.0000,4669.0000
WELL-036,2023-02,SCOOP,581.0000,2719.0000,270.0000,30.4000,6116.0000,4190.0000
WELL-036,2023-03,SCOOP,562.0000,2998.0000,175.0000,29.0000,5535.0000,4148.0000
WELL-036,2023-04,SCOOP,558.0000,2469.0000,193.0000,29.4000,6091.0000,4640.0000
WELL-036,2023-05,SCOOP,597.0000,2703.0000,184.0000,30.0000,6271.0000,3797.0000
WELL-036,2023-06,SCOOP,501.0000,2509.0000,347.0000,30.5000,5716.0000,2338.0000
WELL-036,2023-07,SCOOP,531.0000,2088.0000,179.0000,30.3000,6598.0000,5910.0000
WELL-036,2023-08,SCOOP,476.0000,2102.0000,169.0000,29.8000,6616.0000,3064.0000
